id,date,canal,csat,commentaire,texte,sentiment,blocking,blocking_reason,key_journey,theme,low_confidence
SAA-0155,2025-11-21,App,2,Le bouton 'Enregistrer' ne marche pas !!!.,Le bouton 'Enregistrer' ne marche pas !!!.,Négatif,True,ne marche/fonctionne pas,Sauvegarder,Blocage fonctionnel / Sauvegarder,False
SAA-0156,2025-10-27,Téléphone,2,Je n'arrive pas à réinitialiser mon mot de passe.,Je n'arrive pas à réinitialiser mon mot de passe.,Neutre,False,,Connexion,Connexion / Auth,False
SAA-0157,2025-11-25,Email,2,"Impossible d'exporter, ça crash.","Impossible d'exporter, ça crash.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-0158,2025-12-17,Chat,2,L'application est très lente !!!. J'ai essayé de redémarrer et ça ne change rien.,L'application est très lente !!!. J'ai essayé de redémarrer et ça ne change rien.,Neutre,False,,Autre,Performance,False
SAA-0159,2025-10-21,Téléphone,3,"Impossible de me connecter, ça bloque au login.","Impossible de me connecter, ça bloque au login.",Négatif,True,"impossible, bloqué/bloque",Connexion,Connexion / Auth,False
SAA-0160,2025-11-04,Email,1,L’interface n’est pas intuitive.,L’interface n’est pas intuitive.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0161,2025-11-03,Web,1,"Impossible d'exporter, ça crash merci.","Impossible d'exporter, ça crash merci.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-0162,2025-10-22,App,2,Je veux changer de plan mais ça ne fonctionne pas :(. J'ai essayé de redémarrer et ça ne change rien.,Je veux changer de plan mais ça ne fonctionne pas :(. J'ai essayé de redémarrer et ça ne change rien.,Négatif,True,ne marche/fonctionne pas,Autre,Blocage fonctionnel,False
SAA-0163,2025-12-05,Email,4,"Très bon outil, je le recommande.","Très bon outil, je le recommande.",Neutre,False,,Autre,Commande,False
SAA-0164,2025-10-20,Téléphone,1,L'application est très lente rapidement.,L'application est très lente rapidement.,Positif,False,,Autre,Performance,False
SAA-0165,2025-11-23,App,5,"Support pro, merci svp.","Support pro, merci svp.",Positif,False,,Autre,Support,False
SAA-0166,2025-10-07,Téléphone,4,"Très bon outil, je le recommande :(. Je voudrais un remboursement.","Très bon outil, je le recommande :(. Je voudrais un remboursement.",Neutre,False,,Autre,Commande,False
SAA-0167,2025-11-06,App,2,L’authentification 2FA ne fonctionne pas.,L’authentification 2FA ne fonctionne pas.,Négatif,True,ne marche/fonctionne pas,Connexion,Connexion / Auth,False
SAA-0168,2025-11-07,Téléphone,2,Connexion impossible depuis ce matin rapidement. C'est vraiment frustrant.,Connexion impossible depuis ce matin rapidement. C'est vraiment frustrant.,Négatif,True,impossible,Connexion,Connexion / Auth,False
SAA-0169,2025-12-03,Téléphone,2,Temps de réponse énorme sur la recherche :(.,Temps de réponse énorme sur la recherche :(.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0170,2025-10-04,App,5,Produit stable et simple à utiliser. Merci de corriger au plus vite.,Produit stable et simple à utiliser. Merci de corriger au plus vite.,Positif,False,,Autre,Satisfaction,False
SAA-0171,2025-11-18,App,4,Le support est lent à répondre :(. Je voudrais un remboursement.,Le support est lent à répondre :(. Je voudrais un remboursement.,Neutre,False,,Autre,Retour / Remboursement,False
SAA-0172,2025-11-23,Chat,1,Mon mot de passe est refusé alors qu'il est correct depuis la mise à jour.,Mon mot de passe est refusé alors qu'il est correct depuis la mise à jour.,Négatif,True,échec/refus,Connexion,Paiement,False
SAA-0173,2025-12-06,App,4,"Je veux escalader, c’est bloquant. C'est vraiment frustrant.","Je veux escalader, c’est bloquant. C'est vraiment frustrant.",Neutre,False,,Autre,Autre,True
SAA-0174,2025-12-21,Email,3,Je n'ai pas accès à ma facture.,Je n'ai pas accès à ma facture.,Neutre,False,,Autre,Paiement,False
SAA-0175,2025-10-17,App,2,Les filtres sont difficiles à utiliser.,Les filtres sont difficiles à utiliser.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0176,2025-11-11,App,5,Bonne expérience globale !!!.,Bonne expérience globale !!!.,Neutre,False,,Autre,Promo / Réduction,False
SAA-0177,2025-10-14,Chat,1,L'application est très lente svp. J'ai essayé de redémarrer et ça ne change rien.,L'application est très lente svp. J'ai essayé de redémarrer et ça ne change rien.,Neutre,False,,Autre,Performance,False
SAA-0178,2025-12-08,Web,2,La facture n’est pas au bon montant :(.,La facture n’est pas au bon montant :(.,Neutre,False,,Autre,Paiement,False
SAA-0179,2025-10-12,Téléphone,2,"Impossible d'exporter, ça crash merci.","Impossible d'exporter, ça crash merci.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-0180,2025-11-01,Téléphone,3,Mon mot de passe est refusé alors qu'il est correct :(. Je voudrais un remboursement.,Mon mot de passe est refusé alors qu'il est correct :(. Je voudrais un remboursement.,Négatif,True,échec/refus,Connexion,Paiement,False
SAA-0181,2025-10-23,Web,3,Je n'arrive pas à réinitialiser mon mot de passe merci.,Je n'arrive pas à réinitialiser mon mot de passe merci.,Positif,False,,Connexion,Connexion / Auth,False
SAA-0182,2025-10-18,Email,1,Les filtres sont difficiles à utiliser svp. Je perds beaucoup de temps.,Les filtres sont difficiles à utiliser svp. Je perds beaucoup de temps.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0183,2025-11-17,Email,3,Produit stable et simple à utiliser. Merci de corriger au plus vite.,Produit stable et simple à utiliser. Merci de corriger au plus vite.,Positif,False,,Autre,Satisfaction,False
SAA-0184,2025-10-10,Chat,1,Les filtres sont difficiles à utiliser merci.,Les filtres sont difficiles à utiliser merci.,Positif,False,,Navigation,Recherche / Navigation,False
SAA-0185,2025-10-16,Email,3,Le chat bot ne comprend pas ma demande. Je suis bloqué.,Le chat bot ne comprend pas ma demande. Je suis bloqué.,Négatif,True,"bloqué/bloque, je suis bloqué",Autre,Support,False
SAA-0186,2025-11-20,Web,1,La synchro prend des minutes !!!.,La synchro prend des minutes !!!.,Neutre,False,,Synchroniser,Produit / Fonctionnalité,False
SAA-0187,2025-10-24,Web,2,Le chat bot ne comprend pas ma demande.,Le chat bot ne comprend pas ma demande.,Neutre,False,,Autre,Support,False
SAA-0188,2025-12-03,Email,4,L'application est très lente svp.,L'application est très lente svp.,Neutre,False,,Autre,Performance,False
SAA-0189,2025-12-22,Téléphone,2,Je n'arrive pas à réinitialiser mon mot de passe !!!. C'est vraiment frustrant.,Je n'arrive pas à réinitialiser mon mot de passe !!!. C'est vraiment frustrant.,Neutre,False,,Connexion,Connexion / Auth,False
SAA-0190,2025-11-15,Web,5,"Très bon outil, je le recommande !!!.","Très bon outil, je le recommande !!!.",Neutre,False,,Autre,Commande,False
SAA-0191,2025-11-04,App,1,Le bouton 'Enregistrer' ne marche pas depuis la mise à jour.,Le bouton 'Enregistrer' ne marche pas depuis la mise à jour.,Négatif,True,ne marche/fonctionne pas,Sauvegarder,Blocage fonctionnel / Sauvegarder,False
SAA-0192,2025-11-05,Téléphone,3,Trop de clics pour faire une action simple.,Trop de clics pour faire une action simple.,Neutre,False,,Autre,UX / Complexité,False
SAA-0193,2025-10-13,App,2,Le bouton 'Enregistrer' ne marche pas svp.,Le bouton 'Enregistrer' ne marche pas svp.,Négatif,True,ne marche/fonctionne pas,Sauvegarder,Blocage fonctionnel / Sauvegarder,False
SAA-0194,2025-11-19,Chat,2,Je ne comprends pas où configurer les rôles svp.,Je ne comprends pas où configurer les rôles svp.,Neutre,False,,Configuration,Produit / Fonctionnalité,False
SAA-0195,2025-12-29,App,1,La synchro prend des minutes :(.,La synchro prend des minutes :(.,Neutre,False,,Synchroniser,Produit / Fonctionnalité,False
SAA-0196,2025-10-25,Téléphone,3,Les filtres sont difficiles à utiliser.,Les filtres sont difficiles à utiliser.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0197,2025-10-30,Email,2,Erreur 500 quand je sauvegarde rapidement. Je perds beaucoup de temps.,Erreur 500 quand je sauvegarde rapidement. Je perds beaucoup de temps.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0198,2025-12-18,App,2,Je ne trouve pas l’historique des actions.,Je ne trouve pas l’historique des actions.,Neutre,False,,Historique,Produit / Fonctionnalité,False
SAA-0199,2025-12-15,Email,2,Je n’ai pas eu de solution via le ticket :(. C'est vraiment frustrant.,Je n’ai pas eu de solution via le ticket :(. C'est vraiment frustrant.,Neutre,False,,Autre,Support,False
SAA-0200,2025-11-17,Web,3,Le produit répond à nos besoins :(.,Le produit répond à nos besoins :(.,Neutre,False,,Autre,Autre,True
SAA-0201,2025-10-18,Web,4,Je ne comprends pas où configurer les rôles :(.,Je ne comprends pas où configurer les rôles :(.,Neutre,False,,Configuration,Produit / Fonctionnalité,False
SAA-0202,2025-12-28,Chat,5,"Support pro, merci :(. J'ai essayé de redémarrer et ça ne change rien.","Support pro, merci :(. J'ai essayé de redémarrer et ça ne change rien.",Positif,False,,Autre,Support,False
SAA-0203,2025-12-28,Chat,2,On me demande de répéter les infos à chaque fois.,On me demande de répéter les infos à chaque fois.,Neutre,False,,Autre,Autre,True
SAA-0204,2025-12-12,Téléphone,2,Le support est lent à répondre !!!.,Le support est lent à répondre !!!.,Neutre,False,,Autre,Support,False
SAA-0205,2025-10-14,App,2,Le bouton 'Enregistrer' ne marche pas svp.,Le bouton 'Enregistrer' ne marche pas svp.,Négatif,True,ne marche/fonctionne pas,Sauvegarder,Blocage fonctionnel / Sauvegarder,False
SAA-0206,2025-11-10,Email,4,Le support est lent à répondre svp.,Le support est lent à répondre svp.,Neutre,False,,Autre,Support,False
SAA-0207,2025-11-01,App,4,Bonne expérience globale rapidement. C'est vraiment frustrant.,Bonne expérience globale rapidement. C'est vraiment frustrant.,Positif,False,,Autre,Promo / Réduction,False
SAA-0208,2025-11-23,Web,3,L'app plante dès que j'ouvre le module rapports. Merci de corriger au plus vite.,L'app plante dès que j'ouvre le module rapports. Merci de corriger au plus vite.,Positif,False,,Autre,Satisfaction,False
SAA-0209,2025-12-01,Chat,2,Problème de renouvellement d’abonnement depuis la mise à jour.,Problème de renouvellement d’abonnement depuis la mise à jour.,Neutre,False,,Autre,Paiement,False
SAA-0210,2025-11-10,Email,1,Je n'ai pas accès à ma facture.,Je n'ai pas accès à ma facture.,Neutre,False,,Autre,Paiement,False
SAA-0211,2025-12-10,Téléphone,3,Erreur 500 quand je sauvegarde !!!. Je perds beaucoup de temps.,Erreur 500 quand je sauvegarde !!!. Je perds beaucoup de temps.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0212,2025-12-23,Web,3,Je ne trouve pas l’historique des actions.,Je ne trouve pas l’historique des actions.,Neutre,False,,Historique,Produit / Fonctionnalité,False
SAA-0213,2025-10-25,App,2,L'application est très lente.,L'application est très lente.,Neutre,False,,Autre,Performance,False
SAA-0214,2025-12-10,Chat,4,Erreur 500 quand je sauvegarde. J'ai essayé de redémarrer et ça ne change rien.,Erreur 500 quand je sauvegarde. J'ai essayé de redémarrer et ça ne change rien.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0215,2025-11-07,Chat,4,Je n'arrive pas à réinitialiser mon mot de passe.,Je n'arrive pas à réinitialiser mon mot de passe.,Neutre,False,,Connexion,Connexion / Auth,False
SAA-0216,2025-10-11,App,1,"Impossible de me connecter, ça bloque au login svp. Je suis bloqué.","Impossible de me connecter, ça bloque au login svp. Je suis bloqué.",Négatif,True,"impossible, bloqué/bloque, je suis bloqué",Connexion,Connexion / Auth,False
SAA-0217,2025-12-24,Téléphone,4,"Support pro, merci rapidement.","Support pro, merci rapidement.",Positif,False,,Autre,Support,False
SAA-0218,2025-11-17,Email,4,Le prélèvement a été fait deux fois :(.,Le prélèvement a été fait deux fois :(.,Neutre,False,,Autre,Paiement,False
SAA-0219,2025-11-04,Chat,1,"Impossible d'exporter, ça crash rapidement.","Impossible d'exporter, ça crash rapidement.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-0220,2025-12-09,Chat,5,"Très bon outil, je le recommande.","Très bon outil, je le recommande.",Neutre,False,,Autre,Commande,False
SAA-0221,2025-11-23,Web,4,Je ne comprends pas où configurer les rôles !!!.,Je ne comprends pas où configurer les rôles !!!.,Neutre,False,,Configuration,Produit / Fonctionnalité,False
SAA-0222,2025-11-20,Email,4,Trop de clics pour faire une action simple rapidement.,Trop de clics pour faire une action simple rapidement.,Positif,False,,Autre,UX / Complexité,False
SAA-0223,2025-12-26,Email,2,Les filtres sont difficiles à utiliser depuis la mise à jour.,Les filtres sont difficiles à utiliser depuis la mise à jour.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0224,2025-10-22,Chat,4,"Support pro, merci.","Support pro, merci.",Positif,False,,Autre,Support,False
SAA-0225,2025-11-25,Téléphone,2,L’authentification 2FA ne fonctionne pas.,L’authentification 2FA ne fonctionne pas.,Négatif,True,ne marche/fonctionne pas,Connexion,Connexion / Auth,False
SAA-0226,2025-11-20,App,3,Bug d'affichage sur mobile. J'ai essayé de redémarrer et ça ne change rien.,Bug d'affichage sur mobile. J'ai essayé de redémarrer et ça ne change rien.,Négatif,True,erreur/bug/crash,Autre,Bug technique,False
SAA-0227,2025-12-19,Web,3,Je ne trouve pas l’historique des actions.,Je ne trouve pas l’historique des actions.,Neutre,False,,Historique,Produit / Fonctionnalité,False
SAA-0228,2025-12-14,Email,1,L’authentification 2FA ne fonctionne pas. J'ai essayé de redémarrer et ça ne change rien.,L’authentification 2FA ne fonctionne pas. J'ai essayé de redémarrer et ça ne change rien.,Négatif,True,ne marche/fonctionne pas,Connexion,Connexion / Auth,False
SAA-0229,2025-11-14,Web,2,Je ne comprends pas où configurer les rôles merci.,Je ne comprends pas où configurer les rôles merci.,Positif,False,,Configuration,Produit / Fonctionnalité,False
SAA-0230,2025-11-21,Téléphone,3,Le chat bot ne comprend pas ma demande rapidement. Je suis bloqué.,Le chat bot ne comprend pas ma demande rapidement. Je suis bloqué.,Négatif,True,"bloqué/bloque, je suis bloqué",Autre,Support,False
SAA-0231,2025-11-12,Email,2,Le chat bot ne comprend pas ma demande.,Le chat bot ne comprend pas ma demande.,Neutre,False,,Autre,Support,False
SAA-0232,2025-10-03,App,2,Le chat bot ne comprend pas ma demande merci.,Le chat bot ne comprend pas ma demande merci.,Positif,False,,Autre,Support,False
SAA-0233,2025-10-30,Web,2,"Impossible d'exporter, ça crash.","Impossible d'exporter, ça crash.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-0234,2025-12-17,Chat,4,Bonne expérience globale merci.,Bonne expérience globale merci.,Positif,False,,Autre,Promo / Réduction,False
SAA-0235,2025-12-06,Email,3,Le prélèvement a été fait deux fois !!!.,Le prélèvement a été fait deux fois !!!.,Neutre,False,,Autre,Paiement,False
SAA-0236,2025-12-04,Téléphone,2,Trop de clics pour faire une action simple.,Trop de clics pour faire une action simple.,Neutre,False,,Autre,UX / Complexité,False
SAA-0237,2025-10-08,Web,1,Je ne comprends pas où configurer les rôles. C'est vraiment frustrant.,Je ne comprends pas où configurer les rôles. C'est vraiment frustrant.,Neutre,False,,Configuration,Produit / Fonctionnalité,False
SAA-0238,2025-11-29,Email,3,Je n'arrive pas à réinitialiser mon mot de passe svp.,Je n'arrive pas à réinitialiser mon mot de passe svp.,Neutre,False,,Connexion,Connexion / Auth,False
SAA-0239,2025-12-16,Web,2,Le support est lent à répondre svp.,Le support est lent à répondre svp.,Neutre,False,,Autre,Support,False
SAA-0240,2025-11-03,Email,4,Les filtres sont difficiles à utiliser :(.,Les filtres sont difficiles à utiliser :(.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0241,2025-10-28,Chat,2,L'app plante dès que j'ouvre le module rapports !!!. J'ai essayé de redémarrer et ça ne change rien.,L'app plante dès que j'ouvre le module rapports !!!. J'ai essayé de redémarrer et ça ne change rien.,Neutre,False,,Autre,Autre,True
SAA-0242,2025-12-05,Email,4,Je n’ai pas eu de solution via le ticket merci.,Je n’ai pas eu de solution via le ticket merci.,Positif,False,,Autre,Support,False
SAA-0243,2025-10-02,Téléphone,2,Le prélèvement a été fait deux fois.,Le prélèvement a été fait deux fois.,Neutre,False,,Autre,Paiement,False
SAA-0244,2025-11-18,Web,5,Bonne expérience globale merci.,Bonne expérience globale merci.,Positif,False,,Autre,Promo / Réduction,False
SAA-0245,2025-12-06,Téléphone,3,Erreur 500 quand je sauvegarde rapidement.,Erreur 500 quand je sauvegarde rapidement.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0246,2025-11-17,App,2,"Impossible de me connecter, ça bloque au login depuis la mise à jour.","Impossible de me connecter, ça bloque au login depuis la mise à jour.",Négatif,True,"impossible, bloqué/bloque",Connexion,Connexion / Auth,False
SAA-0247,2025-12-21,App,2,Le support est lent à répondre rapidement. Je suis bloqué.,Le support est lent à répondre rapidement. Je suis bloqué.,Négatif,True,"bloqué/bloque, je suis bloqué",Autre,Support,False
SAA-0248,2025-10-08,Web,3,"Je veux escalader, c’est bloquant svp. C'est vraiment frustrant.","Je veux escalader, c’est bloquant svp. C'est vraiment frustrant.",Neutre,False,,Autre,Autre,True
SAA-0249,2025-12-23,App,2,"Je veux escalader, c’est bloquant.","Je veux escalader, c’est bloquant.",Neutre,False,,Autre,Autre,True
SAA-0250,2025-12-14,App,2,La facture n’est pas au bon montant !!!.,La facture n’est pas au bon montant !!!.,Neutre,False,,Autre,Paiement,False
SAA-0251,2025-11-30,Téléphone,2,Je n’ai pas eu de solution via le ticket depuis la mise à jour.,Je n’ai pas eu de solution via le ticket depuis la mise à jour.,Neutre,False,,Autre,Support,False
SAA-0252,2025-11-30,Téléphone,2,Erreur 500 quand je sauvegarde depuis la mise à jour. Je perds beaucoup de temps.,Erreur 500 quand je sauvegarde depuis la mise à jour. Je perds beaucoup de temps.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0253,2025-10-29,App,4,Produit stable et simple à utiliser :(.,Produit stable et simple à utiliser :(.,Neutre,False,,Autre,Autre,True
SAA-0254,2025-11-07,Web,1,Problème de renouvellement d’abonnement :(.,Problème de renouvellement d’abonnement :(.,Neutre,False,,Autre,Paiement,False
SAA-0255,2025-10-25,Web,1,Connexion impossible depuis ce matin.,Connexion impossible depuis ce matin.,Négatif,True,impossible,Connexion,Connexion / Auth,False
SAA-0256,2025-10-18,Web,2,L’interface n’est pas intuitive !!!. C'est vraiment frustrant.,L’interface n’est pas intuitive !!!. C'est vraiment frustrant.,Neutre,False,,Navigation,Recherche / Navigation,False
SAA-0257,2025-10-24,Web,1,Je ne trouve pas l’historique des actions.,Je ne trouve pas l’historique des actions.,Neutre,False,,Historique,Produit / Fonctionnalité,False
SAA-0258,2025-10-01,Chat,2,Erreur 500 quand je sauvegarde :(.,Erreur 500 quand je sauvegarde :(.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-0259,2025-10-12,Web,5,Produit stable et simple à utiliser.,Produit stable et simple à utiliser.,Neutre,False,,Autre,Autre,True
SAA-0260,2025-12-01,Email,1,Le chat bot ne comprend pas ma demande !!!.,Le chat bot ne comprend pas ma demande !!!.,Neutre,False,,Autre,Support,False
SAA-DUP00,2025-11-28,App,4,Je ne comprends pas où configurer les rôles.,Je ne comprends pas où configurer les rôles.,Neutre,False,,Configuration,Produit / Fonctionnalité,False
SAA-DUP01,2025-10-26,Chat,1,Erreur 500 quand je sauvegarde rapidement.,Erreur 500 quand je sauvegarde rapidement.,Négatif,True,erreur/bug/crash,Sauvegarder,Produit / Fonctionnalité,False
SAA-DUP02,2025-12-19,Web,3,L'app plante dès que j'ouvre le module rapports !!!.,L'app plante dès que j'ouvre le module rapports !!!.,Neutre,False,,Autre,Autre,True
SAA-DUP03,2025-11-14,Téléphone,4,Je veux changer de plan mais ça ne fonctionne pas !!!.,Je veux changer de plan mais ça ne fonctionne pas !!!.,Négatif,True,ne marche/fonctionne pas,Autre,Blocage fonctionnel,False
SAA-DUP04,2025-12-20,Web,2,La facture n’est pas au bon montant svp.,La facture n’est pas au bon montant svp.,Neutre,False,,Autre,Paiement,False
SAA-DUP05,2025-11-25,Email,2,"Impossible d'exporter, ça crash.","Impossible d'exporter, ça crash.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-DUP06,2025-12-26,Téléphone,3,"Impossible d'exporter, ça crash.","Impossible d'exporter, ça crash.",Négatif,True,"impossible, erreur/bug/crash",Exporter,Produit / Fonctionnalité,False
SAA-DUP07,2025-11-30,Téléphone,2,Je n’ai pas eu de solution via le ticket depuis la mise à jour.,Je n’ai pas eu de solution via le ticket depuis la mise à jour.,Neutre,False,,Autre,Support,False
SAA-DUP08,2025-12-29,Email,4,Produit stable et simple à utiliser.,Produit stable et simple à utiliser.,Neutre,False,,Autre,Autre,True
SAA-DUP09,2025-12-14,App,3,Je n'arrive pas à réinitialiser mon mot de passe depuis la mise à jour.,Je n'arrive pas à réinitialiser mon mot de passe depuis la mise à jour.,Neutre,False,,Connexion,Connexion / Auth,False
SAA-DUP10,2025-12-19,App,2,"Impossible de me connecter, ça bloque au login depuis la mise à jour. C'est vraiment frustrant.","Impossible de me connecter, ça bloque au login depuis la mise à jour. C'est vraiment frustrant.",Négatif,True,"impossible, bloqué/bloque",Connexion,Connexion / Auth,False
SAA-DUP11,2025-11-21,App,3,Le support est lent à répondre rapidement.,Le support est lent à répondre rapidement.,Positif,False,,Autre,Support,False
