id;date_commentaire;device;canal;sentiment_source;type_irritant;type_sinistre;anciennete_client;type_contrat;csat;gravite_sinistre;region_client;canal_resolution;commentaire;text_norm;sentiment_pred;score_sentiment;incident;categorie_principale;categorie_secondaire;score_categorie;methode_categorie;contradiction;theme;theme_detail;pipeline_version
1133;2024-07-22;iOS;Web;neg;bug;collision;1-3 ans;tiers;1;moyenne;Centre-Val de Loire;Web;C'est inadmissible, un message d'erreur apparaît sur la dernière étape malgré plusieurs essais, alors rien n'avance, j'ai fini par appeler.;c'est inadmissible un message d'erreur apparaît sur la dernière étape malgré plusieurs essais alors rien n'avance j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1134;2024-10-26;Web;Web;pos;photo;collision;3-10 ans;tous_risques;4;forte;Île-de-France;Web;Nickel, le scan des documents tourne en rond au moment de valider au début, puis tout s'est débloqué rapidement.;nickel le scan des documents tourne en rond au moment de valider au début puis tout s'est débloqué rapidement;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1135;2024-04-24;Android;App;neg;photo;collision;0-1 an;tous_risques;1;faible;Pays de la Loire;App;Je suis déçu, les photos restent en attente pendant la déclaration, et rien n'avance, j'ai fini par appeler.;je suis déçu les photos restent en attente pendant la déclaration et rien n'avance j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1136;2024-12-06;Android;App;neu;complexité;collision;3-10 ans;tiers;3;moyenne;Hauts-de-France;Téléphone;C'est mitigé, trop de champs obligatoires avant de valider, et ça passe mais c'est limite, j'attends une amélioration.;c'est mitigé trop de champs obligatoires avant de valider et ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1137;2024-10-05;Android;App;pos;parcours;bris_de_glace;3-10 ans;tiers;4;faible;Nouvelle-Aquitaine;Email;Nickel, le parcours est confus pour une simple déclaration mais la résolution a été rapide, donc le suivi était clair, continuez comme ça.;nickel le parcours est confus pour une simple déclaration mais la résolution a été rapide donc le suivi était clair continuez comme ça;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1138;2024-11-13;iOS;App;neg;complexité;vol;1-3 ans;jeune_conducteur;2;faible;Auvergne-Rhône-Alpes;App;Franchement, trop de champs obligatoires pour un petit impact, bref je perds un temps fou, merci de corriger vite.;franchement trop de champs obligatoires pour un petit impact bref je perds un temps fou merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1139;2024-09-05;Web;Téléphone;neg;complexité;collision;0-1 an;tous_risques;1;moyenne;Normandie;Téléphone;Je suis déçu, trop de champs obligatoires pour un petit impact et je perds tout, donc ça bloque encore, je vais réessayer plus tard.;je suis déçu trop de champs obligatoires pour un petit impact et je perds tout donc ça bloque encore je vais réessayer plus tard;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1140;2024-06-04;Web;Web;neg;complexité;bris_de_glace;3-10 ans;tiers;1;faible;Bretagne;Web;Franchement, je dois refaire plusieurs fois juste pour une info malgré plusieurs essais, bref ça bloque encore, ça devient pénible.;franchement je dois refaire plusieurs fois juste pour une info malgré plusieurs essais bref ça bloque encore ça devient pénible;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1141;2024-08-31;Web;App;neg;authentification;collision;0-1 an;tous_risques;1;faible;Grand Est;App;Je suis déçu le code SMS n'arrive pas quand je valide le code et je perds tout franchement je perds un temps fou j'espère que.;je suis déçu le code sms n'arrive pas quand je valide le code et je perds tout franchement je perds un temps fou j'espère que;Négatif;1.0;True;Compte / Connexion / Authentification;;2.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1142;2024-01-25;Android;App;pos;photo;collision;3-10 ans;tous_risques;4;faible;Nouvelle-Aquitaine;App;Bonne expérience, l'envoi des clichés échoue pendant la déclaration au début, puis tout s'est débloqué rapidement, donc tout est bien expliqué, continuez comme ça.;bonne expérience l'envoi des clichés échoue pendant la déclaration au début puis tout s'est débloqué rapidement donc tout est bien expliqué continuez comme ça;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1143;2024-05-24;iOS;Web;pos;lenteur;bris_de_glace;3-10 ans;tiers;5;faible;Grand Est;Web;Merci, le dossier met trop longtemps à s'afficher depuis hier soir mais la résolution a été rapide, et le suivi était clair, service efficace.;merci le dossier met trop longtemps à s'afficher depuis hier soir mais la résolution a été rapide et le suivi était clair service efficace;Positif;3.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1144;2024-12-05;Web;App;neg;parcours;incendie;10+ ans;tiers;1;faible;Nouvelle-Aquitaine;App;C'est inadmissible, les boutons ne sont pas clairs sur la partie indemnisation, franchement je perds un temps fou, bonne journée.;c'est inadmissible les boutons ne sont pas clairs sur la partie indemnisation franchement je perds un temps fou bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1145;2024-02-12;Android;Agence;pos;photo;collision;10+ ans;tous_risques;5;moyenne;Auvergne-Rhône-Alpes;Téléphone;Merci, les photos restent en attente au moment de valider au début, puis tout s'est débloqué rapidement, mais tout est bien expliqué, continuez comme ça.;merci les photos restent en attente au moment de valider au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme ça;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1146;2024-02-21;iOS;App;neg;lenteur;collision;3-10 ans;tiers;1;faible;Île-de-France;App;C'est inadmissible, le site rame énormément à chaque étape, donc ça bloque encore, je vais réessayer plus tard.;c'est inadmissible le site rame énormément à chaque étape donc ça bloque encore je vais réessayer plus tard;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1147;2024-07-02;Web;Web;neg;photo;collision;3-10 ans;tous_risques;2;moyenne;Île-de-France;App;Franchement, la caméra ne s'ouvre pas même en 4G malgré plusieurs essais, mais ça bloque encore, merci de corriger vite.;franchement la caméra ne s'ouvre pas même en g malgré plusieurs essais mais ça bloque encore merci de corriger vite;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1148;2024-06-12;Web;Téléphone;pos;photo;bris_de_glace;3-10 ans;pro;4;moyenne;Occitanie;App;Nickel, le scan des documents tourne en rond même en 4G et j'ai pu finaliser sans stress, bref le suivi était clair, service efficace.;nickel le scan des documents tourne en rond même en g et j'ai pu finaliser sans stress bref le suivi était clair service efficace;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1149;2024-01-09;Web;App;neg;parcours;catastrophe_naturelle;3-10 ans;tiers;2;faible;Nouvelle-Aquitaine;Téléphone;C'est inadmissible, je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration malgré plusieurs essais, alors ça bloque encore, bonne journée.;c'est inadmissible je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration malgré plusieurs essais alors ça bloque encore bonne journée;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1150;2024-03-06;iOS;App;neu;parcours;catastrophe_naturelle;1-3 ans;tous_risques;3;moyenne;Occitanie;Email;Pas terrible mais bon, le parcours est confus sur le récapitulatif, honnêtement j'ai réussi au final, ça manque de simplicité.;pas terrible mais bon le parcours est confus sur le récapitulatif honnêtement j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1151;2024-06-18;iOS;Email;pos;bug;bris_de_glace;1-3 ans;tous_risques;5;faible;Normandie;App;Merci, un message d'erreur apparaît sur mon téléphone et j'ai pu finaliser sans stress, franchement j'ai eu une réponse rapide, continuez comme ça.;merci un message d'erreur apparaît sur mon téléphone et j'ai pu finaliser sans stress franchement j'ai eu une réponse rapide continuez comme ça;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1152;2024-07-12;Android;App;neg;lenteur;collision;3-10 ans;tous_risques;1;faible;Nouvelle-Aquitaine;Web;Très mécontent, le chargement est interminable depuis hier soir, franchement je perds un temps fou, merci de corriger vite.;très mécontent le chargement est interminable depuis hier soir franchement je perds un temps fou merci de corriger vite;Négatif;1.0;True;Performance / Lenteur;;1.0;keywords;False;Performance / Lenteur;;ASSURANCE_FINAL_v1
1153;2024-05-23;Android;Web;neu;photo;bris_de_glace;1-3 ans;tiers;3;faible;Bretagne;Email;Pas terrible mais bon, l'ajout des photos bloque pendant la déclaration, et j'ai dû m'y reprendre, le support via email a aidé.;pas terrible mais bon l'ajout des photos bloque pendant la déclaration et j'ai dû m'y reprendre le support via email a aidé;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1154;2024-04-18;Android;App;neg;photo;bris_de_glace;1-3 ans;tous_risques;2;faible;Bretagne;Web;C'est inadmissible, l'envoi des clichés échoue après trois essais malgré plusieurs essais, bref je perds un temps fou, merci de corriger vite.;c'est inadmissible l'envoi des clichés échoue après trois essais malgré plusieurs essais bref je perds un temps fou merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1155;2024-07-12;Android;App;neg;photo;catastrophe_naturelle;1-3 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Très mécontent, l'ajout des photos bloque à la fin du formulaire, bref ça bloque encore, bonne journée.;très mécontent l'ajout des photos bloque à la fin du formulaire bref ça bloque encore bonne journée;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1156;2024-03-12;iOS;App;pos;parcours;bris_de_glace;1-3 ans;tiers;5;forte;Grand Est;Téléphone;Nickel, je ne comprends pas les étapes sur la partie indemnisation mais la résolution a été rapide, mais tout est bien expliqué, bravo à l'équipe.;nickel je ne comprends pas les étapes sur la partie indemnisation mais la résolution a été rapide mais tout est bien expliqué bravo à l'équipe;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1157;2024-07-26;Android;App;pos;authentification;collision;10+ ans;jeune_conducteur;4;forte;Île-de-France;App;Bonne expérience je n'arrive pas à me connecter après changement de téléphone et j'ai pu finaliser sans stress et j'ai eu une réponse rapide bravo.;bonne expérience je n'arrive pas à me connecter après changement de téléphone et j'ai pu finaliser sans stress et j'ai eu une réponse rapide bravo;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1158;2024-10-22;Android;App;neg;photo;bris_de_glace;0-1 an;tiers;1;moyenne;Auvergne-Rhône-Alpes;Web;Ras-le-bol, l'envoi des clichés échoue au moment de valider, mais rien n'avance, c'est pas sérieux.;ras le bol l'envoi des clichés échoue au moment de valider mais rien n'avance c'est pas sérieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1159;2024-09-09;Android;Web;neg;parcours;collision;1-3 ans;pro;1;faible;Auvergne-Rhône-Alpes;Téléphone;Franchement, les boutons ne sont pas clairs entre devis et sinistre, donc je perds un temps fou, merci quand même.;franchement les boutons ne sont pas clairs entre devis et sinistre donc je perds un temps fou merci quand même;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1160;2024-05-25;Android;App;neu;authentification;collision;3-10 ans;tiers;3;faible;Pays de la Loire;App;C'est mitigé, le lien de connexion expire quand je valide le code, mais j'ai dû m'y reprendre, j'attends une amélioration.;c'est mitigé le lien de connexion expire quand je valide le code mais j'ai dû m'y reprendre j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1161;2024-08-07;Android;App;neu;parcours;vol;0-1 an;tiers;3;moyenne;Hauts-de-France;Téléphone;C'est mitigé, les boutons ne sont pas clairs sur la partie indemnisation, honnêtement ça passe mais c'est limite, ça manque de simplicité.;c'est mitigé les boutons ne sont pas clairs sur la partie indemnisation honnêtement ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1162;2024-03-08;Android;Web;neg;parcours;bris_de_glace;1-3 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Je suis déçu le parcours est confus entre devis et sinistre et je perds tout honnêtement je perds un temps fou j'espère que ça ira.;je suis déçu le parcours est confus entre devis et sinistre et je perds tout honnêtement je perds un temps fou j'espère que ça ira;Négatif;1.0;True;Contrat / Attestation / Documents;;1.0;keywords;False;Contrat / Attestation / Documents;;ASSURANCE_FINAL_v1
1163;2024-09-21;iOS;Web;neg;photo;collision;0-1 an;jeune_conducteur;2;faible;Île-de-France;Email;Franchement, l'ajout des photos bloque au moment de valider et je perds tout, bref ça bloque encore, j'espère que ça ira mieux.;franchement l'ajout des photos bloque au moment de valider et je perds tout bref ça bloque encore j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1164;2024-03-14;Android;App;neu;parcours;collision;3-10 ans;tiers;3;faible;Bourgogne-Franche-Comté;Téléphone;Ça pourrait être mieux je ne comprends pas les étapes quand il faut choisir le garage du coup ça passe mais c'est limite j'attends une.;ça pourrait être mieux je ne comprends pas les étapes quand il faut choisir le garage du coup ça passe mais c'est limite j'attends une;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1165;2024-04-17;Web;App;neg;bug;bris_de_glace;0-1 an;tous_risques;2;faible;Occitanie;App;C'est inadmissible, un message d'erreur apparaît après la mise à jour, du coup rien n'avance, merci quand même.;c'est inadmissible un message d'erreur apparaît après la mise à jour du coup rien n'avance merci quand même;Négatif;1.0;True;Technique / Bug / Fonctionnalité;;1.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
1166;2024-04-22;Web;Téléphone;neg;authentification;bris_de_glace;1-3 ans;tous_risques;2;forte;Auvergne-Rhône-Alpes;Web;Franchement, la reconnaissance Face ID échoue après changement de téléphone, franchement je perds un temps fou, je vais réessayer plus tard.;franchement la reconnaissance face id échoue après changement de téléphone franchement je perds un temps fou je vais réessayer plus tard;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1167;2024-07-27;iOS;App;pos;parcours;catastrophe_naturelle;1-3 ans;tous_risques;5;moyenne;Île-de-France;Téléphone;Nickel, les infos demandées se répètent entre devis et sinistre et j'ai pu finaliser sans stress, honnêtement j'ai eu une réponse rapide, bravo à l'équipe.;nickel les infos demandées se répètent entre devis et sinistre et j'ai pu finaliser sans stress honnêtement j'ai eu une réponse rapide bravo à l'équipe;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1168;2024-08-13;iOS;App;neu;photo;collision;0-1 an;tiers;3;faible;Pays de la Loire;App;Globalement ça va, la caméra ne s'ouvre pas sur l'étape des justificatifs, donc ça passe mais c'est limite, j'attends une amélioration.;globalement ça va la caméra ne s'ouvre pas sur l'étape des justificatifs donc ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1169;2024-12-24;iOS;Web;neg;lenteur;collision;3-10 ans;jeune_conducteur;1;faible;Bretagne;App;Je suis déçu, ça mouline sans fin depuis ce matin, honnêtement rien n'avance, j'espère que ça ira mieux.;je suis déçu ça mouline sans fin depuis ce matin honnêtement rien n'avance j'espère que ça ira mieux;Négatif;1.0;True;Inconnu;;0.0;no_signal;False;Inconnu;;ASSURANCE_FINAL_v1
1170;2024-03-14;iOS;App;neu;authentification;bris_de_glace;10+ ans;tous_risques;3;faible;Île-de-France;Email;C'est mitigé, le mot de passe est refusé sur l'espace client, honnêtement ça passe mais c'est limite, le support via email a aidé.;c'est mitigé le mot de passe est refusé sur l'espace client honnêtement ça passe mais c'est limite le support via email a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1171;2024-09-23;Android;App;neg;photo;vol;0-1 an;jeune_conducteur;1;moyenne;PACA;Web;Ras-le-bol, les photos restent en attente pendant la déclaration malgré plusieurs essais, donc ça bloque encore, j'ai fini par appeler.;ras le bol les photos restent en attente pendant la déclaration malgré plusieurs essais donc ça bloque encore j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1172;2024-08-19;iOS;App;pos;parcours;catastrophe_naturelle;3-10 ans;tous_risques;5;moyenne;Grand Est;Téléphone;Bonne expérience, les infos demandées se répètent pour une simple déclaration et j'ai pu finaliser sans stress.;bonne expérience les infos demandées se répètent pour une simple déclaration et j'ai pu finaliser sans stress;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1173;2024-08-02;Android;Web;neg;authentification;collision;3-10 ans;tous_risques;1;forte;Bourgogne-Franche-Comté;App;Je suis déçu, ça bloque sur l'authentification alors que mes identifiants sont bons malgré plusieurs essais, mais je perds un temps fou, bonne journée.;je suis déçu ça bloque sur l'authentification alors que mes identifiants sont bons malgré plusieurs essais mais je perds un temps fou bonne journée;Négatif;2.0;True;Compte / Connexion / Authentification;;2.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1174;2024-12-19;Web;Web;neg;photo;catastrophe_naturelle;3-10 ans;tous_risques;1;faible;Grand Est;App;Je suis déçu, la caméra ne s'ouvre pas pendant la déclaration malgré plusieurs essais, du coup je perds un temps fou, bonne journée.;je suis déçu la caméra ne s'ouvre pas pendant la déclaration malgré plusieurs essais du coup je perds un temps fou bonne journée;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
1175;2024-06-18;Android;Web;neg;parcours;collision;1-3 ans;tiers;1;faible;Grand Est;App;Ras-le-bol, les infos demandées se répètent entre les onglets malgré plusieurs essais, bref je perds un temps fou, ça devient pénible.;ras le bol les infos demandées se répètent entre les onglets malgré plusieurs essais bref je perds un temps fou ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1176;2024-01-19;Android;Téléphone;neg;authentification;vol;3-10 ans;tous_risques;1;faible;Île-de-France;App;Ras-le-bol, la reconnaissance Face ID échoue après changement de téléphone et je perds tout, franchement je perds un temps fou, ça devient pénible.;ras le bol la reconnaissance face id échoue après changement de téléphone et je perds tout franchement je perds un temps fou ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1177;2024-07-16;Android;Web;neu;photo;collision;1-3 ans;tous_risques;3;faible;Nouvelle-Aquitaine;App;Globalement ça va, les photos restent en attente sur l'étape des justificatifs, bref ça passe mais c'est limite, j'attends une amélioration.;globalement ça va les photos restent en attente sur l'étape des justificatifs bref ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1178;2024-06-16;Android;App;neg;lenteur;collision;1-3 ans;tous_risques;1;faible;Nouvelle-Aquitaine;Téléphone;C'est inadmissible, le chargement est interminable sur la validation finale et je perds tout, honnêtement rien n'avance, ça devient pénible.;c'est inadmissible le chargement est interminable sur la validation finale et je perds tout honnêtement rien n'avance ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1179;2024-08-05;Android;App;pos;photo;incendie;1-3 ans;tiers;5;faible;Normandie;Web;Très satisfait, je ne peux pas joindre les images au moment de valider mais la résolution a été rapide.;très satisfait je ne peux pas joindre les images au moment de valider mais la résolution a été rapide;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1180;2024-03-05;Web;App;neg;photo;collision;3-10 ans;tous_risques;1;forte;Île-de-France;Email;Ras-le-bol, je ne peux pas joindre les images sur l'étape des justificatifs, et ça bloque encore, j'espère que ça ira mieux.;ras le bol je ne peux pas joindre les images sur l'étape des justificatifs et ça bloque encore j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1181;2024-02-29;Android;Web;neg;photo;bris_de_glace;3-10 ans;tous_risques;2;faible;Pays de la Loire;App;Je suis déçu, je ne peux pas joindre les images à la fin du formulaire, donc rien n'avance, je vais réessayer plus tard.;je suis déçu je ne peux pas joindre les images à la fin du formulaire donc rien n'avance je vais réessayer plus tard;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
1182;2024-04-20;Web;Email;neg;parcours;incendie;3-10 ans;tous_risques;2;faible;Grand Est;Email;Très mécontent, les boutons ne sont pas clairs quand il faut choisir le garage et je perds tout, mais ça bloque encore, merci quand même.;très mécontent les boutons ne sont pas clairs quand il faut choisir le garage et je perds tout mais ça bloque encore merci quand même;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1183;2024-06-28;iOS;App;neg;photo;bris_de_glace;3-10 ans;tous_risques;1;faible;Pays de la Loire;App;Franchement, les photos restent en attente même en 4G, bref je perds un temps fou, j'espère que ça ira mieux.;franchement les photos restent en attente même en g bref je perds un temps fou j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1184;2024-04-10;iOS;Web;pos;photo;vol;3-10 ans;tous_risques;4;forte;PACA;Web;Nickel, l'envoi des clichés échoue même en 4G et j'ai pu finaliser sans stress, alors le suivi était clair, continuez comme ça, top.;nickel l'envoi des clichés échoue même en g et j'ai pu finaliser sans stress alors le suivi était clair continuez comme ça top;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1185;2024-02-12;Web;App;neu;photo;collision;3-10 ans;jeune_conducteur;3;faible;Île-de-France;App;Pas terrible mais bon, je ne peux pas joindre les images pendant la déclaration, du coup ça passe mais c'est limite, j'attends une amélioration.;pas terrible mais bon je ne peux pas joindre les images pendant la déclaration du coup ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1186;2024-04-14;Android;App;neg;photo;collision;0-1 an;tiers;2;moyenne;Occitanie;App;Très mécontent, l'envoi des clichés échoue au moment de valider malgré plusieurs essais, du coup ça bloque encore, bonne journée.;très mécontent l'envoi des clichés échoue au moment de valider malgré plusieurs essais du coup ça bloque encore bonne journée;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1187;2024-03-20;Android;App;pos;complexité;bris_de_glace;3-10 ans;tous_risques;5;faible;Hauts-de-France;App;Très satisfait, c'est trop technique juste pour une info et j'ai pu finaliser sans stress, alors j'ai eu une réponse rapide, service efficace, super.;très satisfait c'est trop technique juste pour une info et j'ai pu finaliser sans stress alors j'ai eu une réponse rapide service efficace super;Positif;3.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1188;2024-12-11;iOS;App;neg;photo;collision;3-10 ans;tous_risques;2;faible;Île-de-France;Téléphone;Ras-le-bol, l'envoi des clichés échoue sur l'étape des justificatifs, donc je perds un temps fou, j'ai fini par appeler.;ras le bol l'envoi des clichés échoue sur l'étape des justificatifs donc je perds un temps fou j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1189;2024-04-11;Web;App;neg;parcours;collision;3-10 ans;tous_risques;1;moyenne;Île-de-France;App;Très mécontent, les boutons ne sont pas clairs pour une simple déclaration et je perds tout, et ça bloque encore, j'ai fini par appeler.;très mécontent les boutons ne sont pas clairs pour une simple déclaration et je perds tout et ça bloque encore j'ai fini par appeler;Négatif;2.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1190;2024-01-02;Web;App;neu;complexité;collision;3-10 ans;pro;3;faible;Bourgogne-Franche-Comté;App;C'est mitigé, c'est trop technique pour avancer, donc j'ai dû m'y reprendre, ça manque de simplicité.;c'est mitigé c'est trop technique pour avancer donc j'ai dû m'y reprendre ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1191;2024-11-20;Android;App;neg;lenteur;collision;10+ ans;tiers;1;faible;Île-de-France;Web;Très mécontent le dossier met trop longtemps à s'afficher depuis ce matin malgré plusieurs essais bref je perds un temps fou je vais réessayer plus.;très mécontent le dossier met trop longtemps à s'afficher depuis ce matin malgré plusieurs essais bref je perds un temps fou je vais réessayer plus;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
1192;2024-04-22;Android;Web;pos;photo;collision;3-10 ans;tiers;4;faible;Grand Est;Web;Bonne expérience, l'ajout des photos bloque après trois essais au début, puis tout s'est débloqué rapidement, honnêtement le suivi était clair, service efficace.;bonne expérience l'ajout des photos bloque après trois essais au début puis tout s'est débloqué rapidement honnêtement le suivi était clair service efficace;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
1193;2024-11-06;Android;Agence;neu;lenteur;collision;3-10 ans;tous_risques;3;faible;Occitanie;Email;Ça pourrait être mieux, le dossier met trop longtemps à s'afficher sur la validation finale, honnêtement j'ai réussi au final, ça manque de simplicité.;ça pourrait être mieux le dossier met trop longtemps à s'afficher sur la validation finale honnêtement j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1194;2024-04-30;Android;App;neu;lenteur;collision;3-10 ans;jeune_conducteur;3;moyenne;Île-de-France;Email;Globalement ça va, le site rame énormément à chaque étape, donc ça passe mais c'est limite, j'attends une amélioration.;globalement ça va le site rame énormément à chaque étape donc ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
1195;2024-01-06;iOS;Web;neg;lenteur;catastrophe_naturelle;10+ ans;tiers;1;moyenne;Grand Est;Téléphone;Ras-le-bol, ça mouline sans fin à chaque étape malgré plusieurs essais, et ça bloque encore, j'ai fini par appeler.;ras le bol ça mouline sans fin à chaque étape malgré plusieurs essais et ça bloque encore j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
1196;2024-06-14;Android;App;neg;lenteur;catastrophe_naturelle;10+ ans;tous_risques;1;faible;Auvergne-Rhône-Alpes;Web;C'est inadmissible, ça mouline sans fin à chaque étape, et rien n'avance, je vais réessayer plus tard.;c'est inadmissible ça mouline sans fin à chaque étape et rien n'avance je vais réessayer plus tard;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
